date,useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
06/01,5ea2d912cdcbbe624f08cdea5925d50d3c60ad8910835c92af0c260ca9f08297,CIV.1.,7.589,3,1.259,36967,5.31007,-3.96773,51208,1,8
06/01,5ec11bbfeb8fed482b61c02c07b72bc37d30cfe110d627790666cfeac56cb83a,CIV.1.,17.335,1,0,16220,5.38562,-3.95567,34551,1,8
06/01,5f263bf9164e170cc6b1f94ca4b45ac14fe189cce97e948a91312df4932a6f25,CIV.3.,28.919,1,0,80013,6.64415,-3.35596,83897,0,5
06/01,5f3112ba2638c1cd764e41c3a5a45a07c246829799296e189e05b9e7a5525192,CIV.1.,12.968,2,0.03,1049,5.28784,-3.9575,31055,1,8
06/01,5f53f46332deaa8429ec66dba7ea009bffe5322ae2f196804d558e4a6266fd8b,CIV.8.,51.288,1,0,33548,7.39989,-7.53299,108394,1,7
06/01,600d09521d87348234f1f55201a8e1c4e56d0889d90b193aeea87c3052dc2b17,CIV.1.,0.313,1,0,3159,5.40511,-3.98855,5102,1,8
06/01,608745bf3ffd1ec1f92308b79a39306f4c7e4c0384baae396662b51ffbc22d98,CIV.12.,5.009,1,0,9122,8.18568,-6.60984,20691,1,5
06/01,60b5d99a937e65eabee83b172dae726b488e0ae520379a2a7926967dd01b1c5b,CIV.1.,2.969,2,0.184,22006,5.35691,-4.02215,32271,1,8
06/01,618758b941f8a728154dae1d63705d2418202e4eec7bf3c34e719a8bafb1e681,CIV.1.,1.051,1,0,8337,5.39703,-3.98254,11085,1,8
06/01,619cf09c64d73bc6a7c9b194dad07ca67f13f9ec8b970590022e25c9c03e1496,CIV.1.,0.108,1,0,10014,5.37413,-4.02462,10014,1,8
06/01,62235b3e86091d082c8be9a16432f5f9e951e0c1e88a77ecd7e76d642e6d05f4,CIV.1.,167.056,1,0,945,5.31266,-4.21019,6822,-1,7
06/01,626e9a9ada20b7814963716d97ce6cf23c12efbc59e4fcdeab2fc98da529c0ea,CIV.1.,10.865,1,0,146341,5.36957,-3.98254,152573,1,8
06/01,629668010be919f73a0689440501d66a153aec66692c7720862f758c8a7f841d,-1,0,0,-1,-1,,,0,-1,-1
06/01,630a647628731fc2a5d6cb2d0de9ad4e38579a0996cede6359617ad725cba359,CIV.1.,14.914,1,0,8440,5.43244,-4.07111,19398,1,8
06/01,635716473a21311b6295131820d8fb488591869763c93d935c53ceefc5a7a73c,CIV.1.,0,1,-1,87005,5.38605,-3.99353,87005,1,8
06/01,6441e19704c4f59f89f69f43d525ec784edb09dd51b7099d4899f3f9a28e3a7b,-1,0,0,-1,-1,,,0,-1,-1
06/01,6457296ff3c714e6fc76e3e5dd95b75b7df1ce60372f2419ea22af9a46cb08f9,CIV.13.,0.003,1,-1,68970,6.81776,-5.24641,68970,1,7
06/01,64bd89c49a92405244f3c06c02ceb001b52156f3579fdd819c9f0f0a69616ec3,CIV.1.,3.602,2,0.49,60988,5.41376,-4.01354,65617,1,8
06/01,64d1b5b0cedc30a18d681cd3743817259f19521404d121c3873808c56146ecba,CIV.8.,261.845,1,0,6067,6.5451,-7.49817,66090,1,7
06/01,64d650ed60188ff8df8778c32c9b9318ec453f90f984e8f0d4544f43564e73b3,CIV.1.,5.165,1,0,26982,5.32562,-4.0155,40227,1,8
06/01,64edb05c5a3ab44801874bb0cc9c12a08d97db78d9b7d821dfb3db80c49385f9,CIV.1.,18.066,1,0,27759,5.34863,-4.02357,103302,1,8
06/01,65089ecdb38d65596c6247355a3f2db49ba458de3401ab2539532a9a106e20e9,CIV.1.,0.394,1,-1,86998,5.32722,-3.95514,86998,1,8
06/01,651cf6cc0b9dffd87f91b7f3282644751284d6f16c9b4b1e27c8a7129b5e1f30,-1,9.816,0,-1,-1,,,23914,-1,-1
06/01,6552fbac17a83aa0033181f2b142c464f1efb9978b04c91df516854ba26f1f88,CIV.1.,81.441,3,0.586,3601,5.3015,-3.9515,39526,1,8
06/01,65bebea56a6fc4438a227ba0da6c20cb2420a694d573eab244a2472f09668483,CIV.1.,1.843,1,0,3512,5.36486,-4.09658,91111,1,8
06/01,664cba7c9b37360cd27fbd993f0c7cfd1188394ee23a0ce84aea51891f1abc6d,-1,0.473,0,-1,-1,,,99572,-1,-1
06/01,6667c12949784b10e5599cc6cfbdea63beee0643a0bc5594c43335d48db0adf1,CIV.1.,3.002,2,2.943,43067,5.36408,-3.92878,60477,1,8
06/01,6671795985aec1d92fb2ba0d10cc239c66419b7efdb3d8f8ee1e765b4297c268,CIV.9.,3.777,2,0.077,37347,6.87427,-6.44744,50104,1,7
06/01,669256f0f95d06720a2cdcc63d732d5a8c110dcb59c9974e9e8f7ee4ea6d6261,-1,1.242,0,-1,-1,,,20643,-1,-1
06/01,67595868ebd84da165357c4242ffff2b96c15835489a12403bfcc49b4fd7e1c3,-1,28.348,0,-1,-1,,,12794,-1,-1
06/01,68238500094230f886b9f5896523e203df6decc54605377724d12c823c95b02e,CIV.1.,0,1,-1,51993,5.32562,-3.96057,51993,1,8
06/01,682dff3a8e097dde80f475e417948ef0b6571bda8cf6e71f9758c015bb3c1052,CIV.1.,0,1,-1,117925,5.35309,-4.07043,117925,1,8
06/01,6830531449d850546e88f2618db378ed20d87592348add1d4d7b2410b71e38e9,-1,0.811,0,-1,-1,,,42080,-1,-1
06/01,68cd4b89170aeddaa35bf9b511161d492e2b988d279636cc59c15a62f1772c57,-1,0.16,0,-1,-1,,,21983,-1,-1
06/01,68cf6a6ef493b5e0bf6bb988c150ad79c313e95477c611594117cbd32eb9420e,CIV.1.,21.695,1,0,59533,5.35803,-3.92841,79745,1,8
06/01,68f802e1a59cf5b720cdb0fc60e19fce879c0be9bcdcaee8791edca778e555ec,CIV.1.,0.384,2,0.187,1587,5.36321,-4.09463,3055,1,8
06/01,699fe1658dc9d1f02ec8d0a122d96214c8158385f75a9aedd8e1df55a4cc43cc,CIV.7.,247.632,4,1.023,6622,5.91968,-4.21436,74527,1,7
06/01,69eb76ab21cfb83b81fc7ca59c1130e398d00b449cd6d77873ba774ba3bd2fca,CIV.1.,4.466,1,0,5753,5.40802,-3.99353,61668,1,8
06/01,69f824be59e0a638c4150b8ee70c91d7e0b25fb9c34dfb00fcad50d78e3f0f57,CIV.1.,2.903,1,0,82744,5.33112,-4.05945,82744,1,8
06/01,6a858c393a3bc5fd8675b4c4228631a9b6a9bef68e056e3735e993a4f23fae7c,CIV.2.,15.66,2,0.865,33869,4.76761,-6.662,54099,1,7
06/01,6b13070bb208330e8afe7ed2b5533b43cc56cd82c9d9148bb4c5713b53f646b7,CIV.1.,17.149,1,0,47897,5.32562,-4.02649,52787,1,8
06/01,6b4b4631c4629f6e05cb3a49baa54e4fe61d9645e4f3c1d5e8478c7da5cf56fc,CIV.1.,0.942,1,0,1820,5.34146,-4.07462,62803,1,8
06/01,6b502e166cad3d1245f48cb026d6a5c4ffa939b9cb12e0223c33b48e09f47333,CIV.1.,24.344,1,0,52608,5.38055,-3.94958,72141,1,8
06/01,6b7c6f3b23728d12d4cf4afc052307fa8fbabcd16b5f3431345c6654a66da0ac,CIV.1.,0,1,-1,61642,5.38036,-3.99317,61642,1,8
06/01,6c38bf5de22e7160a5396af03fe8040e6e1cbc1838d24e65a7e1cd83d399645e,CIV.1.,12.596,2,2.326,22500,5.3687,-3.90615,75985,1,8
06/01,6c41d65f879d2640f5392cffef4fe74ec7b9c5ed7578ced61a2a23ebb2525f8c,CIV.1.,0,1,-1,65117,5.32562,-3.9386,65117,1,8
06/01,6c4caaa4e8fb5f366e72798373cad6ceb759612509f90e68c87e8827c3987841,-1,0.906,0,-1,-1,,,57249,-1,-1
06/01,6cf4a7b0da42f6b80a5af50e43bcae4fcbf937c4d5867d6d3cbcd34c52f6ffd7,-1,0,0,-1,-1,,,0,-1,-1
06/01,6d01f3dbdfb7aac7b6210392babf3d6665d8a685106493ddc8c476bc6ff1ddea,CIV.1.,29.601,2,0.495,70496,5.31464,-4.04846,80196,1,8
06/01,6d1d10c58c072f4ca0c9e78d0e67441b245323f32a8a0677902e093ba6a6ff9d,CIV.1.,1.185,3,0.091,6711,5.35792,-3.94465,16319,1,8
06/01,6d33f75a619e223f9d656f8882eac930c0a3bb3861f47df0d6614b5695647655,CIV.1.,8.382,1,0,59497,5.35309,-4.02649,125117,1,8
06/01,6d515548d2420ded07180967c1b6780517a663cd2332d40e9d3fa567894c9f7b,CIV.1.,1.242,1,0,58724,5.4245,-4.0155,58724,1,8
06/01,6d8149f0b0339f45ac64bc95723a5a123b6549f8d1682a1dc9e9d0534ac2af5b,-1,10.701,0,-1,-1,,,19550,-1,-1
06/01,6d9037a67cc836a648282454bde1e773b35f150f103498a1c52a3e2e4290cd83,CIV.1.,10.325,2,1.91,31848,5.24106,-3.88883,66145,1,8
06/01,6e8ab8af963f4da688b4c59425ae97b6f3bf1443a227a7136f55b5e1766a5995,-1,0.4,0,-1,-1,,,16411,-1,-1
06/01,6ea83a14b64e8d03392d10f5694142fbf39a421cb24e082b3dfcda2a21d6f43c,CIV.1.,0.213,1,-1,110474,5.35656,-3.97534,110474,1,8
06/01,6f0c27a2dd20695975f81219355255ef91e0fb8df2d62ecbf2337ee8b8d16430,CIV.1.,7.77,1,0,26075,5.35309,-4.02649,101390,1,8
06/01,6f4a90a320cc8db16e82b90fd2ec2ce4ad3280da565c59f592583392adc047c7,-1,0,0,-1,-1,,,0,-1,-1
06/01,7044eb4ad6763696c6af73de7db782c1f97bacc67bac992d2855af8df96d4ad4,-1,0,0,-1,-1,,,0,-1,-1
06/01,706685f61225e16ff425247bcff91c9114d0ce3a65c85629d1df70b09a3281a9,CIV.1.,29.248,2,6.468,47816,5.40253,-3.99353,60333,1,8
06/01,71598eb185523c7e6c3f61b179d13b968483fa83fbeb47689b9721a947fc9243,CIV.1.,1.589,2,0.063,18028,5.4235,-3.96828,64567,1,8
06/01,71a7508b9bbaca28d0819e419b46b30a4857c63c429d42c32b5104f00ac75eb8,CIV.1.,61.341,1,0,4008,5.41351,-4.00452,61473,1,8
06/01,71ffdd9b36349148db3c379798aa163eedb59baa6b4f5ad31dcfbf173bbd1901,CIV.1.,5.295,1,0,41283,5.34056,-3.92198,46041,1,8
06/01,720b8c5b1ec32e0869f8ceadd799fd561d3a758419234bbe6dfd59f121dac2fc,-1,0,0,-1,-1,,,0,-1,-1
06/01,72363193d42c88ae214f428a4a4a3df45e363bbdae53e60047bbee512e448df4,CIV.1.,0.612,2,0.101,27663,5.43627,-4.01027,38327,1,8
06/01,72c350827fd447af3f5987c0e1248e5428368cf4a4ba1b4bdcf3128bb5c3b195,CIV.3.,0.06,1,-1,54551,5.16599,-3.51373,54551,0,
06/01,732739ccbfa7626e92d1b2b84ae84cbc5961bde6489c8fb2a9319acdff86a1e4,CIV.1.,0,1,-1,41406,5.3476,-3.99353,41406,1,8
06/01,734b36911d2cb73c48827667c3830056dbe572ca6ab5794b6832455c01f7cee6,CIV.9.,0.044,1,-1,11041,6.61307,-5.91215,11041,1,7
06/01,736cfa11afc92c9ae7621535613e215fff8117d63f67ec0ffcf192cecb3c8c35,CIV.8.,0,1,-1,29315,7.40753,-7.5531,29315,1,8
06/01,73734b622e35ab38bf5e8fcbc966122cdfdbfe2120042ff8bededdef95a8cb12,CIV.11.,34.954,2,2.524,10871,7.68682,-5.02316,20922,1,8
06/01,73c4d421bf1f9eb009461768d892d68c0251e68322ddf75e88e4af999165a00e,CIV.1.,36.595,2,0.395,20862,5.38605,-3.98254,66308,1,8
06/01,73f24f83db9aa9aa65a267bda927c95831586f52279d0958f839ff4cf78cd364,CIV.14.,1.709,1,0,5558,8.0394,-2.80759,26547,1,7
06/01,74419347d8a457334ba5d5d79076f8091d1735179d5134b2904187c5a533afae,CIV.1.,2.595,1,0,19708,5.35758,-3.92806,108827,1,8
06/01,745c3191563337485b59242d30ced35e85e30989c35c725f0af802255e479397,CIV.6.,0.531,1,0,3734,7.16052,-5.22098,13118,1,6
06/01,7540ddaf1ce8dc8a9bdee875fa37f746b5cff0d4d0d327293366865ac8b8131e,-1,5.44,0,-1,-1,,,56149,-1,-1
06/01,75865676ef690413af800e5168603df5cfb787eab346a2e48c05890fccccc99b,CIV.1.,13.454,1,0,85884,5.36957,-3.97156,87835,1,8
06/01,75a4a78b467f836764391ccc9fa48adcf3aa3023446ca1dade1935dfc79bca07,CIV.1.,0.902,1,0,80147,5.43549,-4.03748,80147,1,8
06/01,75ae03dc3af73c4b6ccecb64140714c3abe112703d73cd812881ca45567320bb,-1,0,0,-1,-1,,,0,-1,-1
06/01,75e107261f3d26c9f3636f19d296e3db7e17d2a5201583b8fba61c60475ce56f,-1,0,0,-1,-1,,,0,-1,-1
06/01,75fc92c87357ae456334959e44d8a347fca9ec21101a8123d654bfe0a79c1130,CIV.11.,4.56,1,0,35912,7.72707,-5.05329,35912,1,7
06/01,76056648402354150073f7d69cb84ad62f270e76f62a6927b429d78abe82588e,CIV.1.,1.137,1,0,33991,5.36957,-3.98254,34352,1,8
06/01,761fdb6856776a1f1300bcb18c1f81e75edec441dde2e92a2a303e7953b7dd80,CIV.1.,0,1,0,30590,5.36407,-3.9386,30590,1,8
06/01,765e5fe082dced5f2716992a07066aed87c5792f69dcfc586bf470c1c76b3591,-1,50.754,0,-1,-1,,,32849,-1,-1
06/01,766586d6991a33a6473b5e022da8f0cb45dabe7dda0a320180bd89eba0f18d95,CIV.1.,28.162,3,18.798,54123,5.25421,-3.9386,65292,1,8
06/01,768d0f2a745af699cf28f735ee269fcb5de196cdbe43883d7c2821a8200318e1,CIV.1.,10.978,1,0,7196,5.44673,-4.00314,138753,1,8
06/01,772d6894482191b1baf805ca32b0322f1d1ad2963516aed415ec873fd7addc9a,CIV.1.,16.19,3,2.15,3381,5.30855,-4.07904,103916,1,8
06/01,7793e6212e3789be154bb19c1f040a71d9b69a786ac4e7220475ce74a9cca762,CIV.1.,0.821,1,0,6242,5.34658,-3.98914,7905,1,8
06/01,7828bb7af921da55aabefefbee11ee35eddd23668f2925195eb702ae622ccb4c,CIV.2.,7.408,1,0,9337,4.75983,-6.64124,9337,1,8
06/01,789f6321b8c735ce2b88f04587e38c1d2e380a8ff6ab87a75a9c9af49c05f224,CIV.1.,3.407,2,0.946,61580,5.49497,-4.0525,70616,1,8
06/01,78ba0cba574ad2e503dbfacbfeb89bfc8ef60dddc175f3685a3519de9b2c294c,CIV.1.,100.834,2,9.769,49862,5.32502,-4.25167,152427,1,6
06/01,79050e067ecac31a7accb25d46e0722ffd3e1d2c32d39e46ab8f91460a548bdc,CIV.1.,4.983,1,0,26121,5.3421,-4.08142,28226,1,8
06/01,79a22d3350db1eae1c1d87a9ae6fc1d3b7e474c3a02e29bff91fcba23674e7b0,CIV.1.,0.764,1,0,1692,5.34235,-3.97146,1692,1,8
06/01,79d70a75d3c3640ead13c58de5f3d7aac4e866a010e2c0ccd300895c58624a0a,CIV.1.,33.194,2,8.361,8296,5.31464,-3.99353,11394,1,8
06/01,7a1123b4ef148320af2f3b5b51e047050634e9b34df76fb127fb9c9ea5a920ff,CIV.1.,43.309,1,0,74155,5.41351,-3.98254,85809,1,8
06/01,7a6e985272dffc2fa7d3cd36b322a210b7b7f5da0fc0e982267644970f2c9569,CIV.1.,11.295,3,0.675,34524,5.34759,-4.0687,55861,1,8
06/01,7a942683c2f8831326f30274108eea4a529e9ffc598aa4739e5f60609f6c2840,CIV.1.,13.385,1,0,43741,5.38605,-3.94958,44462,1,8
06/01,7ae4b7727088edc052cdb40d7bc2698672f10fb9a1732be768b2b849774c9852,CIV.1.,1.043,1,0,30802,5.28168,-3.96057,31376,1,8
06/01,7aec28b8d72773f3f2c9480f59de1e543ff746c0ec608e786086d5d188194f23,CIV.1.,0.881,2,0.161,2874,5.44481,-4.05814,4190,1,8
06/01,7b3708018ae38d7e6d0e7899f05db3e63095142b300266dab724d98a4005cc93,CIV.1.,1.606,1,0,30586,5.3476,-4.05945,40230,1,8
06/01,7b38ae5e1c0f1d1558799b75b8086eb2b00170a70e23c9b20ab7eff03d2ad9fd,CIV.14.,565.458,4,141.176,9476,7.81124,-3.16495,19799,1,7
06/01,7b4aa568c42c490b4f91c4dd9b9bb153088d96078e7f9add63cca56b2332d2a7,-1,0,0,-1,-1,,,0,-1,-1
06/01,7bac163cf53e71f856e20bd2929b23687b977a06587df9191e3cc0412d7c8e88,CIV.1.,63.016,4,2.361,27067,5.37506,-3.97156,68016,1,8
06/01,7bbadba94761bdba853392b10af587bb7c32ef6658d5f48103718073096467ac,CIV.1.,42.751,1,0,5057,5.3802,-3.96846,90099,1,8
06/01,7be676b59be63518957662de55a58477a76f849ccc63022dc874ce188a55b0c6,CIV.2.,2.371,1,0,54551,4.77138,-6.65356,69548,1,8
06/01,7cab0e8ee7a9c9f1d2cfbc0f70386fe568c181bd38afa5e92bca611f6d485b03,CIV.13.,0.35,1,0,56815,6.84494,-5.25482,56835,1,7
06/01,7cfa5cd4abf021c2be86c128e434fa173517b5438aa3b1a28a87d2b6ca0c4d3d,CIV.1.,0.044,1,-1,74438,5.40165,-3.93885,74438,1,8
06/01,7d01a9ce9a2aa7ca84e94ec56047b836f61cbc96d0a80ec51046937424c025b3,CIV.1.,90.724,3,0.499,52462,5.33067,-4.10872,305219,1,8
06/01,7d375dbc666396597961216cdf976dd953b120ce468f280ceaf843efa7cc2c00,CIV.1.,0,1,-1,38098,5.40802,-3.98254,38098,1,8
06/01,7d5931bff0db77f0bf2b357a8298433d17cf7b20e5cf8e3c8b1c4ed89346814e,CIV.1.,1.087,1,-1,65879,5.30431,-3.98417,65879,1,8
06/01,7dab1d543186b13853e552caa85c242290ceb0e1162061e41a846ddfe6c77805,CIV.1.,1.756,1,0,80809,5.25421,-3.96057,89926,1,8
06/01,7e137147d60ce88c45fbbaa16ce0a37e32aeab11af111833f6b05a682d995305,CIV.1.,2.36,1,0,28790,5.366,-4.10564,58725,1,8
06/01,7e96513aee7ab0d87f2a1e3b9795be00cb714c1d5d33a81daddd0456eaa3fea7,CIV.1.,0.021,1,-1,1281,5.31845,-4.20409,1281,0,7
06/01,7efbcf120af65a72c4f77df414dfaa17dedb1b30aad1f2972467abd2ad617d9e,CIV.1.,31.69,3,6.228,42886,5.35858,-3.98254,55376,1,8
06/01,7f0b948558a23afa58e8bb7741d35ed30b6882558544e38ae58ba64f3e85c7d2,CIV.1.,20.923,1,0,3081,5.3421,-3.9386,8722,1,8
06/01,7f14042b304b5b087a11fd092ed9828963a072b85bdf8ffbd0387401259913e4,CIV.2.,99.793,2,0.861,45014,5.0235,-6.36658,124083,0,6
06/01,7f476cfba44906fa142aada55a1ca8fd6b90af745cbfa5775f3b5af82706cc31,-1,26.03,0,-1,-1,,,8338,-1,-1
06/01,7f6964e9073f64141e260ffe326a6061586c1740826759d19b95efda6196ca4b,CIV.1.,0,1,-1,74581,5.39154,-3.97156,74581,1,8
06/01,80134c81554bcbe8be1880dc8fc9e18096faa43201a0877d07ea5d9b0ba55b98,-1,32.984,0,-1,-1,,,55822,-1,-1
06/01,80d1989f14dc2de6118a38faf6cfe264f4eb92597522f18d5340bff0a4e7d761,CIV.1.,26.337,1,0,12652,5.34229,-4.01183,56965,1,8
06/01,810f3487c6022748ee80b810a8db2e5ed2059214b3d00d56bad65d88d11698a9,CIV.10.,0.006,1,-1,72685,9.45123,-5.63554,72685,1,8
06/01,814e9109f7d86369ffdbc6d894052542d9b8b16cb756aa1970c64f208214c098,CIV.10.,8.001,2,2.228,10007,9.47105,-5.64097,11905,1,8
06/01,815fff21bfd807ab9b64396ff1cb7ab55e0a78d40f1865d0e9b407b002782577,CIV.11.,2.533,2,0.157,10074,7.71613,-4.99891,81375,1,7
06/01,81a803f953e6c22644346167e9fbd9e18689aaef80503e889390998ed0d522ca,CIV.1.,1.478,2,0.041,7275,5.35842,-4.01802,21244,1,8
06/01,81b1a76337c07498609a760d35562e8e74fbd7e28c33b8ac77768eef7961f383,CIV.2.,1.989,1,0,5107,4.68005,-7.08632,12695,1,7
06/01,81b968725c418c40f2a21dbf3927f22c96cf524bf17b2e4ced4a3471d1776fa7,CIV.1.,0.48,1,0,934,5.39784,-4.14464,934,0,7
06/01,81df361e77df9c83ef32123c63faabaa455a45e28e2023f9f3ba0083e705a744,CIV.1.,5.875,2,1.701,91323,5.28168,-3.96057,105116,1,8
06/01,8265e748d34df647b08c5b866315fc1401014817dc9baa331d1dae9903e6bf0c,-1,0,0,-1,-1,,,0,-1,-1
06/01,8266041a0566630883265c15c79e438cfbba31adb7ccf1b29d3923980465a56e,CIV.1.,316.052,4,29.44,23334,5.25421,-3.9386,91999,1,8
06/01,83119992c2645728f398bfa78087fd334bc2bd9cad1a4e2b6b0b2e581de004ef,-1,1.265,0,-1,-1,,,9844,-1,-1
06/01,840c56037dceba9a68e3f6442375519acde6490359947074bf0373b6af659e6b,-1,4.54,0,-1,-1,,,37391,-1,-1
06/01,8468cc4da0b033858b11c89f938242e63a43d30156287b3554e1b723b0511305,CIV.1.,13.126,2,1.675,6079,5.35309,-3.96057,58167,1,8
06/01,84867f6dd357c65854bbb240de22a91d45fb3377a1cc188ae5a2f1a4d242ab14,CIV.1.,5.879,1,0,847,5.44528,-4.02504,847,1,8
06/01,84d746379f9b2f4b78cefd13c7ba19430a3d8d8d3ff52ae697dbab2f8a81510b,CIV.1.,0,1,0,1024,5.33661,-4.05945,1024,1,8
06/01,84dbc773cc9da7c0ab2227bb53286043aaeb882531cd4b6ae7dc08d34f589155,CIV.1.,2.623,3,0.164,29366,5.35773,-4.09463,34026,1,8
06/01,85321348ac47036e28838a70dd0b555a9653f9886d32d9f56393ff0b5565a826,-1,0,0,-1,-1,,,0,-1,-1
06/01,85704797c94d5edf0a31ceae1122accf8c540508e1adb48afc90e246f1bb11b6,CIV.1.,45.296,4,10.535,20849,5.35859,-4.09606,46472,1,8
06/01,857c1afdb25721e8e5ae2c7ae27094699f1f67df98b288608ce7c879ee2aa694,-1,3.946,0,-1,-1,,,57305,-1,-1
06/01,85818e38424aef16962caeecf9059bed23408a19a5e8fe8e01644383734fdd99,-1,0,0,-1,-1,,,4,-1,-1
06/01,859518a07b016bd272bd18de6ba7a24c9418b93192225f388a5160b4187175c4,-1,1.216,0,-1,-1,,,5166,-1,-1
06/01,85e4709352a3c4e60254e23fcbb9fb557b6beeacfe0dda31d88d6f80ad94a7db,-1,2.56,0,-1,-1,,,15734,-1,-1
06/01,86340f9b2f4c3798a39fe844b5c9ae5f243b13fbe1260e131d20a84f937c3789,CIV.1.,12.64,1,0,74372,5.45197,-4.04846,79957,1,8
06/01,86d891bf13c7dac75edff6b2484f8ef68cb41639f9acf82b8f2e39242e862ff6,CIV.1.,7.332,1,0,3993,5.40296,-3.9839,27177,1,8
06/01,87fffe56ba14d79396f04035241483ea5ff6f5f8d0e0433079736e629b4c7714,CIV.1.,37.101,5,7.516,8665,5.3556,-4.06633,35276,1,8
06/01,88051dfa88fb2cd5b28cd0f8459e96f4023aa177ee12c5ef46e2528da85d0106,CIV.1.,46.509,2,0.664,1987,5.52627,-4.31115,38889,0,6
06/01,8821975732c2078238deefbe3a2f599a4ec26f8ce8db99c87ac36d66c3fe5263,-1,292.562,0,-1,-1,,,91266,-1,-1
06/01,882c078ccb64bc2d1dd756794f768923405a7021148c457e32cef8d73e0f1a4b,CIV.1.,0,1,-1,69399,5.3476,-4.05945,69399,1,8
06/01,88ee7b09af208a9b88f2042f70e2298fa201c66b5b9ee5bdab498196e31ace87,-1,0,0,-1,-1,,,0,-1,-1
06/01,89c9bfc039c1caa0f1b0b60cfacaacecb80df87860adb6cffafe10f2b4605fcb,CIV.1.,9.105,2,2.41,29412,5.33661,-3.97156,36521,1,8
06/01,8a12ee08a9b7c1a3f9f6fa4dea60f8b7940ad4628273c0c0982fd4f86942a41a,CIV.7.,2.155,1,0,69048,5.20477,-4.40002,70020,0,6
06/01,8a9a28ae8dd3b79808749eba8092839aad06c98c35d56bf880a603e742dda604,CIV.13.,7.074,1,0,722,6.81976,-5.24597,1564,1,7
06/01,8b03a7fe7b983a78ad4b9fa2517bdde0cb3ff857c02e6d15b57dd08947e04a99,CIV.7.,3.781,1,0,5153,5.20899,-4.42105,32706,1,6
06/01,8b6d453c41df08d1fca7ce89aca790bd2247a06e7b667ed69b13c09cee18a744,-1,0,0,-1,-1,,,0,-1,-1
06/01,8bba35fc6c7712d861aabb8f3f6a7cb71531f67ff2b1657dba7e305c4bb176e4,-1,0,0,-1,-1,,,0,-1,-1
06/01,8bf573a6db1e7b72fa0dbcb77834a87b970050e2bf914fc38c47cff3fc1568b7,CIV.4.,22.92,1,0,8225,9.48676,-7.56687,58376,1,7
06/01,8cc182c8706a4185d16afe0a3bc2526065a17e0ea1e986925c39e98a5f8e6537,CIV.3.,0.121,1,0,3705,5.29495,-3.05538,3705,1,6
06/01,8cd83d9fbed89c9e4f4943c654410524b58c412b80eb300a95389c9dc71f02a6,CIV.1.,14.406,2,0.317,5385,5.35858,-3.9386,26416,1,8
06/01,8d1fe71112fb4586a4773c7b5d6a6df16895283a6baa4e20b63c5a6a6df251fb,CIV.3.,33.837,2,1.592,984,6.73083,-3.48893,15624,1,7
06/01,8d587574a2e859a4d9eb990d2c8564f4795eff96858be75cc15aeecd4a9c178f,CIV.1.,108.717,2,6.349,48949,5.36751,-3.99631,95762,1,8
06/01,8d9bdb74363834194b235a2ab765c125f81d71910004eb7a221ec30073b4bcd0,CIV.2.,0.518,1,0,32822,6.11897,-6.53834,32822,1,6
06/01,8debc6ea20111c96132db09771d2bec71342748c9a8e3952498e1e36dbabc8a7,CIV.1.,6.082,1,0,50879,5.30323,-3.97956,54685,1,8
06/01,8e050ab29ee7ce36c150dad3dc7318512332ce4cd2ae103ff98115672b08dea9,CIV.1.,0,1,-1,36273,5.32013,-4.08142,36273,1,8
06/01,8e23c294f5eeae9b442b1ed0c23d5350ea1a16c83f8d153f68bdd3d6f73bdc39,CIV.5.,16.648,3,0.224,2387,6.11043,-5.23924,45864,0,7
06/01,8e2612facd3030d048f4982b2a8f141db1effc77355505cb0508258988e14184,CIV.2.,3.222,1,0,4391,4.72736,-6.63105,27419,1,7
06/01,8e73fe5948743d4a682b6e1e4443f4c330077f1161f46c28aead5bc66c9960be,CIV.1.,6.956,2,1.306,28400,5.46098,-4.00692,43454,1,8
06/01,8eac943ced5f93480a30112364e856599015a4119ece2d3e8754c7b6b6de7344,CIV.1.,6.729,1,0,6423,5.38136,-3.99934,31706,1,8
06/01,8f2fd5c6c10a32cbc7619a9a4aef066889f756d13d836fd4fea4468caa014a01,CIV.1.,12.599,1,0,1623,5.43063,-4.02362,1623,1,8
06/01,8f400814a314555239a9babaeb6c32b1faad55ac123b6a49f22c0223618e8620,-1,0,0,-1,-1,,,0,-1,-1
06/01,8f590b0f39c75d6f873d629594e6be5a51d2b98e71cf353f3c57bee9d0017301,CIV.1.,2.185,2,0.552,1251,5.24934,-3.90602,3885,1,8
06/01,8fe957d9da837a4cd8b58304f978488e5d3d4b215eeff8fb0cc62d47c397bf72,-1,3.515,0,-1,-1,,,733,-1,-1
06/01,900d61fe3353165eff04c96e41733d7fc0c34b791ea53e2336def52edd52c701,CIV.1.,15.25,1,0,92836,5.25421,-3.96057,102188,1,8
06/01,9059830dfb159efaa03301bab82b7a4a86bb3e31ad832c2bc1cbd140c3e90467,CIV.13.,518.986,1,0,56463,6.78544,-5.26849,57639,1,8
06/01,90637b00d4e1b0572e5c3cbc1a723e1d6294aec2a0c2796acdc543b4a26ed433,CIV.1.,4.558,1,0,56064,5.32562,-4.10339,76454,1,8
